"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","TYPOLOGY AND AREA HARVESTED","TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 150,000 $)) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","61,372","2.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","TYPOLOGY AND AREA HARVESTED","TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 150,000 $)) AND AREA HARVESTED: (250 TO 499 ACRES)","781","11.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","TYPOLOGY AND AREA HARVESTED","TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 150,000 $)) AND AREA HARVESTED: (500 OR MORE ACRES)","70","38.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)","5,422,316,887","3.0"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (1,000 TO 1,999 ACRES)","3,202,832,598","2.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (1.0 TO 14.9 ACRES)","31,324,842","5.2"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","1,874,794,136","1.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","51,092,503","3.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (2,000 TO 2,999 ACRES)","1,093,693,382","8.7"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (25.0 TO 49.9 ACRES)","197,853,474","3.1"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (250 TO 499 ACRES)","2,827,167,993","1.7"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (3,000 TO 4,999 ACRES)","655,555,260","3.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (5,000 OR MORE ACRES)","470,235,647","1.9"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (50.0 TO 99.9 ACRES)","544,866,304","1.9"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (500 TO 999 ACRES)","3,823,987,291","2.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","3,848,672,045","2.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","1,767,765","29.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","42,364,522","8.9"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","127,147,103","5.1"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","184,759,593","5.0"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","166,633,598","1.9"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","6,272,921,963","2.7"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","200,643,386","4.1"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","1,243,420,085","1.9"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","32,988,863","6.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","2,567,019,954","2.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","85,064,553","3.7"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","2,379,593","20.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)","7,197,676,865","2.4"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","61,054,081","7.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (100,000 TO 249,999 $)","1,294,286,031","2.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","5,029,822","12.0"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","145,996,038","4.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (250,000 TO 499,999 $)","2,150,836,278","2.0"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","14,188,032","10.7"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)","389,399,060","2.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (500,000 TO 999,999 $)","3,511,129,226","2.0"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","1,428,404","32.7"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (1,000 TO 2,499 $)","2,035,426","13.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (1,000,000 OR MORE $)","6,990,299,155","2.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (10,000 TO 24,999 $)","66,122,002","4.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (100,000 TO 249,999 $)","1,345,481,490","2.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","5,311,266","10.0"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (25,000 TO 49,999 $)","155,544,735","4.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (250,000 TO 499,999 $)","2,228,487,271","2.1"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (5,000 TO 9,999 $)","14,864,697","13.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (50,000 TO 99,999 $)","405,871,171","2.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (500,000 TO 999,999 $)","3,553,745,549","2.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (LESS THAN 1,000 $)","5,640,668","20.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1111)","12,784,542,695","1.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","78,821,833","1.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","7,045,134","9.0"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","5,213,029","6.2"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","307,482,619","3.1"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11191)","12,888,041","12.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11192)","84,634,980","4.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)","209,959,598","3.4"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","304,705,274","6.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)","334,106,669","5.7"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","356,049,017","5.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","432,121,675","2.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","86,770,183","3.7"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","2,981,474","9.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)","73,563,828","3.1"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","2,452,003,171","3.2"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD))","89,629,069","3.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD), LE 10 STOCKHOLDERS)","80,577,189","4.2"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)","2,362,374,102","3.4"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)","2,322,726,593","3.4"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","9,323,182,602","1.1"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","183,317,414","6.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","2,814,900,243","2.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","2,322,441,273","2.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","PRODUCERS","PRODUCERS: (1 PRODUCERS)","6,126,055,965","1.2"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","PRODUCERS","PRODUCERS: (2 PRODUCERS)","5,742,001,887","1.4"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","PRODUCERS","PRODUCERS: (3 TO 4 PRODUCERS)","2,533,971,169","4.2"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","PRODUCERS","PRODUCERS: (5 OR MORE PRODUCERS)","371,374,409","3.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TENURE","TENURE: (FULL OWNER)","1,701,517,100","2.4"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TENURE","TENURE: (PART OWNER)","11,439,976,540","1.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TENURE","TENURE: (TENANT)","1,631,909,790","3.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","14,773,403,430","1.4"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TYPOLOGY","TYPOLOGY: (EXCL FAMILY FARMS)","1,439,248,756","3.2"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (1,000,000 TO 4,999,999 $))","5,284,817,381","3.2"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (150,000 TO 349,999 $))","1,764,619,009","1.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (350,000 TO 999,999 $))","4,641,913,758","1.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (5,000,000 OR MORE $))","660,279,499","1.1"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 150,000 $))","982,525,027","2.2"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)","30,028,386","1.5"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (1,000 TO 1,999 ACRES)","17,976,608","2.1"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (1.0 TO 14.9 ACRES)","344,883","2.2"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","11,959,698","5.9"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","489,143","3.9"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (2,000 TO 2,999 ACRES)","5,737,318","2.2"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (25.0 TO 49.9 ACRES)","1,620,032","4.1"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (250 TO 499 ACRES)","16,966,822","2.3"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (3,000 TO 4,999 ACRES)","3,539,410","3.1"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (5,000 OR MORE ACRES)","2,775,050","14.5"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (50.0 TO 99.9 ACRES)","3,929,956","2.9"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (500 TO 999 ACRES)","22,074,125","2.1"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","22,915,778","2.1"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","11,756","4.4"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","355,151","4.1"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","986,677","2.1"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","1,330,673","5.1"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","1,212,970","10.4"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","33,855,575","1.3"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","1,319,216","12.4"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","8,073,334","7.0"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","293,322","4.9"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","16,345,573","2.2"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","713,020","5.1"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","30,968","6.3"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)","41,198,719","4.8"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","595,900","7.0"
